post_text,timestamp,comments,reactions,shares,has_media
"Scenes from yesterday’s Eighth-Grade Celebration!
#middleschool #classof2029 #privateschool #hartfordct





+2


All reactions:2222",jun 4 25,0,22,0,y
"Last week’s alumni ultimate game was a great time! Thanks to everybody who came out!
#gorams #independentschool #privateschool #ultimate #alumni #watkinsonalumni",jun 3 25,0,22,0,y
"These awards are given to the best athletes in the school who have played at least two Varsity sports and embody what the best athlete in the school should be both on and off the field/court. Congratulations Avis and Ari!
#hartfordct #independentschool #privateschool",jun 2 25,0,14,0,y
Yessssss!!! Annual cornhole tournament to raise funds for Watkinson Now!,may 28 25,0,23,0,y
"Scenes from last night’s Upper School Concert! 
 creds to Dr. York",may 22 25,0,35,0,y
"The 2025 Watkinson Fringe Festival is well underway. It kicked off with a bang on Monday with Woodstockinson! 
 creds: Ms. McNerney",may 21 25,1,23,0,y
"A huge shoutout to Julia S. ‘25 for her outstanding effort in today’s HVAL Singles Invitational Championship match! As our #1 singles player, Julia battled her way through the quarterfinal and semifinal rounds to earn her spot in today’s final. She represented Watkinson well and left it all on the court. We are so grateful for her hard work and dedication to our Girls Varsity Tennis program over the years!",may 20 25,2,41,0,y
"Yesterday, our 7th and 9th graders took a field trip with @projectoceanology studying environmental science and the Long Island Sound!
#science #environmentalscience #privateschool #independentschool 
 creds to Dr. York!






All reactions:2121",may 17 25,0,21,0,y
"Not gonna lie, Monday’s David WatkinFun Day festivities were pretty epically fun.",may 14 25,0,23,0,y
"Congrats to Watkinson Ultimate for finishing sixth at Div I States last weekend.
#gorams",may 13 25,0,26,0,y
"Prom 2025 was a good time for all! Many thanks to Mr Cipriani, Ms Riemann, all the chaperones, and the prom committee!
#prom2025 #hartfordct #privateschool",may 12 25,0,45,0,y
"Congratulations to our Athletes of the Week! This week’s highlights include senior match victories, giving the best effort everyday, and qualifying for New Englands! Congrats Rams!!",may 9 25,0,7,1,y
"As part of their study of industrialization and its rich New England history, 8th graders visited the Tsongas Industrial History Center to learn about the rise of American textile factories, the power that fueled them, and the famous Mill Girls who worked there. Central to our interactive visit was our eighth-grade essential questions: What is just? And, what is progress?
#millgirls #industrialization #hartfordct #independentschool #privateschool Tsongas Center at UMass Lowell",may 9 25,0,15,0,y
"Meet a RAMbassador: Melina M. ‘25!
#hartfordct 
#independentschool 
#studentadmissionsrepresentative",may 7 25,0,14,0,y
"Congratulations to our Varsity Ultimate seniors!  The group was celebrated by their teammates and coaches last week after their dominant win against Avon. 
Varsity Ultimate will face Choate tomorrow afternoon in the first round of the Division 1 CT Ultimate State Tournament. Go Rams!",may 6 25,1,19,0,y
"As of today, we are more than halfway through the 2025 senior exhibition schedule! Our whole community has been a buzz while our seniors have presented their year long projects and process!
We offer enthusiastic congratulations to the seniors who have already presented and send good luck and good skills who are presenting during the last two days of exhibitions!",may 6 25,1,26,1,y
Here’s the week ahead for Watkinson Athletics! Please check the Athletics site for likely game changes and updates due to this week’s forecast,may 5 25,0,0,0,y
"8th-Grade art on display in the lobby of the Wilson Carriage Barn. Artists (swipe right) are: Nina, Xander, Gigi, Sylvie, Josey, Jacqueline, and Elle",may 5 25,1,26,0,y
"Congratulations to our Athletes of the Week! This week’s highlights include impressive performances during senior games, leading by example, thrilling match victories, and qualifying for New England’s! Congrats Rams!",may 2 25,0,12,0,y
"Watkinson School is pleased to announce the 2025 Mary Jane Petrucelli Award Winners.  Mary Jane Petrucelli Student Award:
In memory of Mary Jane Petruccelli, this award was first given in 1977, by her classmates, friends and family. It is awarded to a member of the junior class, elected by the senior class, who represents the following characteristics Mary Jane brought to Watkinson: enthusiasm, openness, generosity, warmth and tolerance. This year’s student award was presented to Aviv T. ’26.
Mary Jane Petrucelli Faculty Award:
This award is determined by a vote of the entire student body and is awarded to a faculty member who shows strong concern for and empathy toward students, demonstrates an outstanding commitment to education and to Watkinson, goes beyond the requirement of his or her job as a counselor and advisor to students and is exceptional in giving energy, time, humor, and caring. The 2025 faculty award recipient is Millie Maggio ’13.  #independentschool #privateschool #hartfordct",may 1 25,3,30,0,y
"At Watkinson, we know happiness and success go hand-in-hand. If you know a student who isn’t thriving in their current educational environment, invite them to our info session tomorrow, Friday, May 2 at 9 AM! Register here: https://watkinson.org/visit/
#hartfordct
#happinessmatters 
#independentschool 
#privateschool",apr 28 25,0,13,1,y
"Students in the Upper School Songwriting class took a field trip to Serif Sound in Middletown to learn the ins and outs of recording and mixing from owner and recording/mixing engineer Koby Nelson. While there, they recorded an original song co-written during class!
#songwriting #songwriters #songwritingclass @serif_sound #hartfordct #privateschool #independentschool",apr 26 25,2,25,0,y
"The “A Watkinson Affair” 2025 Silent Auction is open for bidding. You do not need to be present to win! Featuring one-of-a-kind items and experiences like:�
• Hand painted cards featuring our gorgeous campus�
• A day of clamming with Mr. Crosson�
• A gorgeous set of pottery crafted by Ms. McNerney
�• Tickets to see the Lady Huskies
�• Myriad golf opportunities
�• Line Dance Lessons with Ms. French�
And much, much more!
Bid here: https://secure.qgiv.com/event/awa2025/items/",apr 25 25,0,13,0,y
"All smiles for our middle school tennis players! 
Sylvie H. is a Watkintern this spring, spending her afternoons capturing photos of our middle school sports teams. 
: Sylvie H. ‘29",apr 24 25,0,17,0,y
"Landon S. ’26 describes a recent Creative Arts Diploma Program assignment, “I explored how artists from different eras — Leon Bakst (pre-1950) and Alexandre de Betak (modern-day) — have shaped my identity as an artist and the kind of artist I dream of becoming in the future.
“Bakst taught me to be bold with color, texture, and scale. Betak taught me to think beyond the runway — to imagine an entire world, a feeling, a story. Inspired by both, I created three dresses: one representing Bakst, another representing Betak, and the third representing me — and the future that is still being written.
“This project helped me trust my instincts and learn more about the kind of artist I want to be moving forward.”  #independentschool #privateschool #creativearts #fashiondesign #dressdesign #leonbakst #alexandredebetak #studentartist #hartfordct",apr 24 25,0,23,0,y
"Shots from Boys Varsity Tennis’ match last week against Wooster! 
: Landon S. ‘26",apr 23 25,1,13,0,y
Here’s the week ahead for Watkinson Athletics!,apr 22 25,0,0,0,y
"Meet a RAMbassador: Harper J. ‘28!
#hartfordct 
#independentschool 
#studentadmissionsrepresentative",apr 22 25,0,10,0,y
"Parents, Alumni, Alumni Parents, and Community Friends: do you receive the “WOW Factor,” our e-newsletter featuring student and alumni success stories?  To see the full issue, link in story and WOW Factor highlight!  If you want us to add your email to the distribution list, send us a DM.",apr 15 25,2,9,1,y
"Meet a RAMbassador: Max W. ‘27!
#hartfordct 
#independentschool 
#studentadmissionsrepresentative",apr 14 25,0,14,0,y
"Per the request of @wavery770, Mr. Schmoll is in the spotlight for this week’s Faculty Friday! 
Where are you from? 
I grew up in Bloomfield. 
Favorite Watkinson lunch item? 
Among many favorites, the house-made pickles
One thing you like to do when you’re not at school? 
French class at the Alliance Francaise, where my classmates include a parent of a Watkinson alum and a tennis friend of Ms. Kessler! 
Best thing you’ve read, watched, or listened to this year? 
Bas Devos’s “Here”
Song that’s on repeat for you right now? Pergolesi’s “Stabat Mater” 
First or best concert? 
Sammy Davis, Jr., Liza Minnelli, and Frank Sinatra at the Meadowlands 
Childhood hero? 
Luke Skywalker 
Favorite day of the year? 
The day in spring when you walk outside, and it’s the same temperature as it is inside
Best piece of advice you’ve ever received? 
Don’t waste people’s time. 
What do you love most about your work at Watkinson? 
Sending reminders to parents of seniors that their quilt squares are due",apr 11 25,2,26,0,y
Our new golf simulator is up and running! We are pretty sure no one is more excited than Mr. Gemme!,apr 10 25,0,27,0,y
"Watkinson’s school culture is exceptional. Check out our new white paper, titled: 𝗥𝗲𝘀𝗽𝗲𝗰𝘁…𝙖𝙣𝙙 𝗥𝗲𝘀𝘂𝗹𝘁𝘀! Download the full article here: https://files.constantcontact.com/.../1f251581-1663-4388...",apr 8 25,0,4,1,y
"We invite prospective parents to join Head of School Teri Schrader on Wednesday, Apr. 16 at 8am, for coffee and conversation. As the school search often involves questions about affordability, she will be joined by Director of Admission John Crosson and Director of Financial Aid Maricele Riemann who will speak about Watkinson’s financial aid practices.
Perhaps you are considering a private school for your student because you know and believe that there are better, more meaningful educational possibilities for them. During our recent New England Association of Schools and Colleges accreditation process, data showed:
• 97.4% of our students agree that their teachers treat them with respect and encourage them to learn
• 96.6 % of our students agree that they are encouraged to think critically and to problem solve
• 96.4% of our parents agree that the school supports the emotional and social development of their child
• In the last three years, Watkinson graduates have received $7 million in merit scholarship aid.
Join us on April 16th to learn how Watkinson achieves these results. If you plan to attend, kindly RSVP to info@watkinson.org.
#hartfordct",apr 6 25,0,1,0,y
