post_text,timestamp,comments,reactions,shares,has_media
"We had such a fun Friday in Hartford! Thank you to the tour guides at the Capitol, the staff of the Old State House and the docents at the Wadsworth. We learned about architecture, passing legislation, divine geometry, saw three Monets, a woodpecked table, and just enjoyed being in the city!",mar 17 25,0,5,0,y
"YAY! IT'S FINALLY IT'S GALA DAY!
6oth Anniversary Gala, March 15th 2025 6:30 p.m. 
Basketball Hall of Fame & Max's Catering!
https://EMSCA60.givesmart.com",mar 15 25,0,2,0,y
CT Science Fair Winners !!!,mar 15 25,3,32,0,y
"#mysteryhistory
Thank you to all who came to support the children and listen to their speeches! Upper El brought some great biographies to life. One of our visitors asked our Mystery Historians what they were most proud of and the resounding answer was that they cleared the way for others to succeed. 
Well done to our students and to their talented support teams at home too!",mar 12 25,0,22,0,y
"Dr. Montessori, talking about the the first time a child writes spontaneously: 
"" If they had had no ideas, they would not have written. This explosion into writing came suddenly. We could even give the exact time when each child started to write. We could say, 'This little child began to write yesterday at three o'clock. """,mar 7 25,0,3,0,y
"Outstanding Presentation and model - Machu Picchu!




All reactions:1616",mar 7 25,1,16,2,y
"6oth Anniversary Gala, March 15th 2025 6:30 p.m. 
Basketball Hall of Fame & Max's Catering!
https://EMSCA60.givesmart.com",mar 4 25,0,4,1,y
"The child gives us a beautiful lesson - that in order to form and maintain our intelligence, we must use our hands 
~ Dr. Montessori",feb 25 25,0,6,0,y
"New lessons!





+8


All reactions:66",feb 24 25,0,6,0,y
"Not just the gift of the present…. so much the promise and the hope for the future… well done delegates! 
#mmun2025 #chiaravalleacademy #enfieldmontessori





+16


All reactions:2525",feb 21 25,0,25,0,y
"Chiaravalle students collaborating and cooperating at MMUN 2025, supporting one another and finding their voices around big topics! 
#mmun2025",feb 20 25,0,26,0,y
It’s a busy time of year.,feb 18 25,0,8,0,y
"A little art, a little physics, and so much fun! Origami frog races.",feb 7 25,0,7,0,y
"It’s Theatre Week at EMS & CA! 
Dress rehearsal is going well! We have lots of caterpillars just waiting for an opportunity to emerge from their cocoons! And oh my those trolls Shows are tonight at 6 p.m and tomorrow at 1p.m.",feb 7 25,1,22,1,y
Rounding out our fun week with a celebration of Chinese New Year. Xie Xie to our wonderful parents who coordinated everything!,jan 31 25,1,19,0,y
Shout out to these Upper Elementary students who thought that we should learn line dancing on Western Wednesday!,jan 29 25,1,18,0,y
"Thanks for an amazing bake sale Chiaravalle Academy!



All reactions:55",jan 29 25,0,5,0,y
"Western Wednesday was a big hit with everyone! 
#catholicschoolsweek





+16


All reactions:2121",jan 29 25,0,21,1,y
"Today we celebrate Travel Tuesday and now we all have such a wonderful list of places to visit. Upper Elementary also snuck in some very fun art & science presentations!





+21


All reactions:1717",jan 28 25,0,17,0,y
"Mismatched Monday…. What a sight! 
Happy Catholic Schools Week 2025!",jan 27 25,0,18,0,y
Looking forward to theatre week next week !,jan 27 25,0,2,1,y
"Happy Friday! 
The sunflowers learned about symmetry and color today! So much fun!







All reactions:1616",jan 24 25,0,16,0,y
Some snippets of Christmas spirit from today in the Chapel. Thank you to our Felician Sisters for sharing their beautiful space and for singing along with us. Merry Christmas!,dec 19 24,0,26,0,y
Chiaravalle Academy put together an amazing selection of goodies for a bake sale today!,dec 4 24,0,21,0,y
Truth!,dec 3 24,1,20,1,y
