post_text,timestamp,comments,reactions,shares,has_media
"Cobb Alum Spotlight: Owen Reed 
We’re so proud to celebrate Owen Reed, Cobb Class of 2019!
After Cobb, Owen attended Watkinson School (Class of 2025), where he earned a Global Studies dual diploma and was recently honored with both the Watkinson History Award and the Theodore Sizer Award for his intellectual curiosity, collaboration, and responsibility. 
This summer, Owen plans to travel with friends, play ultimate frisbee, and work a summer job—a great balance of fun and growth!
Next up: Tufts University Class of 2029! His major is still undecided, but we know exciting things are ahead. 
#CobbAlum #AlumniSpotlight #MontessoriProud #CobbSchool #Watkinson #Tufts2029",jun 18 25,4,18,0,y
"Book Drive for a Good Cause! - June 23
Do you have books you’re ready to pass along? We’re collecting gently used books  for the Salvation Army. Drop your books in the large collection box outside the school’s main entrance on Monday, June 23. The books will be picked up on June 24.",jun 17 25,0,2,0,y
"Calling all Cobb alumni!
Your Cobb family would love to hear from you. Share your news — accomplishments, travels, families, hobbies, careers, or anything else that brings you joy. We’ll feature updates on our social media throughout the year and in our magazine. Click below to upload your news and photos. We can’t wait to celebrate your journey!
https://bit.ly/4kP2yhG",jun 17 25,0,2,0,y
"Cobb Alum Spotlight: Caroline Burnett 
We are thrilled to celebrate Caroline Burnett, Cobb Class of 2015!
Caroline recently graduated Summa Cum Laude from Salve Regina University, earning her degree in Criminal Justice and Criminology, with minors in Spanish, French, and Women’s Studies. 
She’s now working as an Extraditions Paralegal at the Rhode Island Attorney General’s Office and plans to attend law school next fall. 
Caroline’s journey began in Montessori classrooms, including her time at Cobb from Primary through 6th grade. We couldn’t be prouder to see where her curiosity and dedication have led her! 
#CobbAlum #MontessoriProud #CobbSchool #AlumniSpotlight #SalveRegina #FutureLawyer",jun 16 25,2,21,1,y
"Happy Father's Day to all the fathers, and father figures in our Cobb Community! We appreciate everything you do to add joy, love, and support to our community, thank you 
#thisiscobb #fathersday #cobbmontessori",jun 15 25,0,2,0,y
Beachy fun during the first week of summer camp.,jun 14 24,0,3,0,y
Auction winners having fun with Ms Judy at Flamig Farm.,jun 11 25,0,11,0,y
"SHARE THE WORD: We have an opening in our new Toddler classroom for Fall 2025 or January 2026—don’t miss this opportunity to join our warm, nurturing community from the very start.
Schedule a tour today and come see the magic of Montessori in action! Call 860-658-1144 x107 or visit us online:  https://bit.ly/43fVjrG
#CobbSchoolMontessori #MontessoriToddler #EarlyLearning #NowEnrolling #MontessoriJourneyStartsHeree",jun 10 25,0,6,2,y
"Eid al-Adha marks the completion of the Muslim pilgrimage to Mecca and the sacrifice of the religious profit Abraham. We wish a happy Eid al-Adha to all who celebrate!
#montessori #cobbschool #edialadha #thisiscobb",jun 7 25,0,4,0,y
"At today’s Recognition Ceremony, we honored students as they moved from Primary to Lower Elementary, Lower to Upper Elementary, and our incredible 6th Year graduates.
The children sang with joy, the graduates shared heartfelt speeches, and the audience was filled with pride. Our alumni speaker reflected on her journey, sharing memories of eagerly awaiting her turn to use the Primary farm and how that excitement sparked her motivation to learn to read. She reminded us all of the power of perseverance and the lasting impact of a Cobb education.
Congratulations to all our students. We are so proud of you!",jun 6 25,4,36,0,y
"Our Heritage Potluck was a beautiful celebration of the many cultures that make up our community! Families shared delicious dishes from Italy, Puerto Rico, Nicaragua, Canada, Colombia, India, and more—each plate telling a story and bringing us closer together. One family even brought a domino table, adding extra fun and tradition to the day!
Thank you to everyone who braved the heat to celebrate with us, and a special thank you to our amazing parent volunteers who cooked, organized, and made this event so meaningful. What a joyful way to mark the end of the school year. Happy summer!",jun 5 25,0,17,0,y
"Cobb Class of 2025  Elliana’s journey began in Mrs. Gallagher’s Primary classroom, where her thoughtful, giving spirit quickly became part of Cobb’s heartbeat. Her kindness runs so deep that the Toddler Community created an entire “Elliana Day” in her honor – a testament to the love she shares. Polite, respectful, and wonderfully organized, Elliana meets every challenge head-on, embracing feedback and turning adversity into growth. Motivated yet humble, she brings warmth and positivity to every space she enters. We are endlessly grateful for the joy she brings to our community and can’t wait to see the impact she’ll make in the years ahead. Next year she will be going to school a little closer to home at the Suffield middle school. #ThisIsCobb #ClassOf2025",jun 5 25,1,18,0,y
"Joy in motion! Our Upper Elementary students shared a dance they learned in music class—and Head of School, Ms. Subha couldn’t resist joining in. Watch the fun unfold!",jun 4 25,0,9,0,y
"Cobb Class of 2025  For more than a decade, Lucas has filled Cobb with kindness, quick wit, and quietly confident leadership. Equally comfortable encouraging classmates or conversing with adults, he pairs mature insight with a joyfully fun-loving spirit. Lucas’s heart for service shines through the meaningful causes he supports with his family – including helping launch our beloved Giving Tree–reminding us how one person’s care can spark community-wide generosity. Curious, creative, and endlessly energetic, he channels an old-soul wisdom into imaginative ideas and authentic connections that draw peers together. As Lucas heads to Kingswood Oxford next year, we know he’ll keep leading with empathy, humor, and a genuine desire to make every space brighter. #ThisIsCobb #ClassOf2025",jun 4 25,4,27,1,y
"Little hands, big purpose! Our toddlers prepared one of our garden beds with care—scooping soil and gently planting seeds. These moments connect our youngest learners to the rhythms of nature while fostering independence, coordination, and a deep sense of responsibility. A beautiful beginning to a season of growth! #montessoritoddler #montessori #thisiscobb #toddlergardener",jun 3 25,0,5,2,y
"One of our Montessori toddlers is fully engaged in a color matching game — sorting, selecting, and building important neural connections through purposeful play. At this stage, activities like these nurture independence, coordination, and a keen awareness of the world around them — all while having fun! #montessori #montessoritoddler #thisiscobb",jun 3 25,1,11,2,y
"Cobb Class of 2025  For more than a decade, Peyton has woven her thoughtful, straightforward spirit into the fabric of Cobb. Meticulous about every detail, she approaches each project with quiet determination and an unwavering commitment to quality. Peyton is never afraid to ask the hard questions or stand up for what’s right – her respect for honesty and justice guides both her words and actions. Beneath that principled mindset is a heart that is kind, loving, and gentle, always extending grace to friends and younger students alike. Constantly striving to better herself and holding her work to the highest standard, Peyton sets an example we all admire. We know she’ll carry that same integrity and warmth to Renbrook School next year and continue inspiring everyone fortunate enough to work alongside her. #ThisIsCobb #ClassOf2025",jun 3 25,5,19,0,y
"Ms. Mia’s class had a wonderful classroom picnic today. Beautiful weather, yummy food, good friends = perfect picnic!",jun 2 25,0,4,0,y
"Our Upper Elementary students took the lead in creating a playful, imaginative obstacle course for our toddler and primary friends, giving them their very own version of Field Day. From tunnels to balance beams and plenty of places to jump and giggle, the course brought out so much joy and so many squeals of delight.
It was heartwarming to see older students lead with creativity and care, and younger students beaming with excitement every step of the way.
#FieldDayFun #MontessoriMoments #JoyInLearning #BigKidsLittleKids #CommunityInAction",jun 2 25,0,11,2,y
"Cobb Class of 2025  Ryder has practically grown up in our hallways – his dad has  shared his artistic talents with Cobb for more than two decades, and Ryder’s been soaking up the creativity since day one. Thoughtful and dedicated, he dives into every interest with gusto, balancing classroom pursuits, with a love of sports that sees him out on the Simsbury baseball diamond whenever he can. Ryder’s quiet determination and can-do spirit lift those around him, and we know those qualities will shine next year at Henry James Middle School. We’re confident that Ryder will still pop in to say hello—once Cobb is in your heart, it never really lets go. #ThisIsCobb #ClassOf2025",jun 2 25,3,18,1,y
"Our wonderful 6th Years marked their time together with a special canoe trip and scavenger hunt!  They laughed, explored, and made lasting memories on this fun adventure.
What a beautiful way to celebrate their years of friendship and growth!  #6thYearTrip #GraduationAdventure #CanoeAndClues #thisiscobb #montessori",may 30 25,0,10,0,y
"Cobb Class of 2025  For more than a decade, Marley has brightened Cobb–first as a curious toddler in our YCC and now as a poised 6th-year graduate ready for new horizons. Along the way she has faced challenges head-on, turning each one into an opportunity to grow. Marley brings her full, vibrant personality to every corner of the Cobb, sharing humor, honest insight, and a dash of lighthearted sarcasm that lifts our spirits.
Rooted in trust and mutual respect, Marley’s friendships reveal a heart that listens deeply and connects authentically. Whenever something–or someone–needs support, she steps forward with curiosity and a thoughtful perspective. Her steady confidence and willingness to try, revise, and grow inspire everyone around her.
Marley has truly come into her own, and Cobb is better for it. We can’t wait to see her confidence, wit, and big-hearted spirit blossom at Watkinson next year. #ThisIsCobb #ClassOf2025",may 30 25,6,29,6,y
A few photos from this week.,may 30 25,0,4,0,y
"Head of School for the Day: Riley! 
Today, our auction winner Riley stepped into her role as Head of School for the Day—and her first official act? Declaring it Harry Potter Day! 
Elementary students arrived in full wizarding gear, handmade their own wands, crafted magical potions, and even played a lively game of Quidditch! Riley began the day greeting students at drop-off like a true leader, and enjoyed a special snack and lunch with our real Head of School, Ms. Subha. 
We’re so proud of Riley’s magical leadership—Hogwarts would definitely approve!  #HeadOfSchoolForTheDay #HarryPotterDay #StudentLeader #SchoolMagic",may 30 25,2,15,0,y
"We were so thrilled to welcome our new YCC and Primary families to campus for last night’s Orientation & Meet and Greet. Thank you to all the parents who joined us — your presence, questions, and warmth set the tone for a beautiful year ahead. 
A special shoutout to our incredible parent and student ambassadors who helped make the evening so welcoming and smooth.
It’s a joy to see community forming already. Here’s to a fantastic year together!
#CommunityMatters #MontessoriMagic #NewBeginnings #ParentPartnership #GratitudeInAction #ThisIsCobb",may 29 25,4,15,0,y
"Cobb Class of 2025  From his earliest days in YCC, Enzo has dazzled us with his theatrical flair and magnetic presence – the kind of student who naturally draws every circle in closer. You’ll often catch him singing between lessons, and this spring he stole the show as Gaia, the lead in our original opera. Offstage, Enzo’s leadership is just as impressive: he co-founded the student-run Cobb Café, negotiated logistics with administrators, and embraced every responsibility that came his way. Thoughtful, kind, and endlessly creative, he delights in mentoring younger students and turning bold ideas into reality. As Enzo heads to Kingswood Oxford next year, we know his star will only keep rising–and we can’t wait to applaud his next act. #ThisIsCobb #ClassOf2025



All reactions:2323",may 29 25,5,23,0,y
"Paint on the wall? No problem. We have the desire and all the tools needed to take care of that. #montessoritoddler #montessori #thisiscobb
lesslostmorefound · Summer Place by Percy Faith
lesslostmorefound · Summer Place by Percy Faith
lesslostmorefound · Summer Place by Percy Faith",may 29 25,0,6,3,y
"Our 6th years, this year’s graduates, celebrated their journey with a heartfelt tea, joined by special guest and Cobb founder, Mary Lou Cobb.  Her presence reminded us of the rich legacy that shapes our journey, and it was a joy to celebrate the next generation of dreamers and doers in such an inspiring setting. 
Here’s to our graduates — your future is bright, and your roots run deep. #CobbTraditions #GraduationTea #HonoringLegacy #Classof2025




All reactions:3636",may 28 25,0,36,0,y
"Cobb Class of 2025  Since her Primary days, Colby has set a quiet standard for maturity and self-discipline at Cobb. Whether stepping into the spotlight as the lead Woodcutter in our spring opera or guiding classmates with patient lessons, she is a steady voice of reason and responsibility. Colby’s love of order, deep integrity, and resilient spirit show in everything she does – always motivated, always caring for the community around her. She is also deeply artistic, a gifted writer, and a talented baker, bringing creativity and warmth into every corner of her life at Cobb. She truly embodies the values we hold dear, and we know those qualities will shine next year at Suffield Middle School. Keep leading with heart, Colby! #ThisIsCobb #ClassOf2025",may 28 25,2,27,0,y
"Cobb Class of 2025  Will first walked through our doors when his mom joined the Lower Elementary team, and he’s been lighting up Cobb ever since. Whether he’s strumming his guitar at the holiday concert, greeting guests behind the student-run Cobb Café he co-founded, or lending a hand in the Toddler Community, Will leads with kindness and creativity. His confidence, inclusivity, and sense of purpose make him a role model for classmates and younger friends alike. We’re so proud to see him take the next step of his journey at Renbrook School – keep shining, Will! #ThisIsCobb #ClassOf2025",may 27 25,6,34,0,y
"Field Day fun! What an unforgettable afternoon! Our students showed up with team spirit, boundless energy, and amazing sportsmanship as they rotated through four exciting events - laughing, learning, and cheering each other on every step of the way.
Each team truly embodied the values we’ve been practicing all year: teamwork, participation, and positivity.
Thank you to everyone who helped make Field Day such a fun, meaningful celebration!  #CobbsFieldDay #TeamworkInAction #ProudToBeCobb #SportsmanshipShines",may 23 25,0,8,1,y
"Head of School for the Day: Kailani Edition! 
A huge round of applause for Kailani, our incredible auction winner who stepped into the role of Head of School for the Day—and led with heart, creativity, and cozy vibes! 
Kailani started her leadership journey by declaring Pajama Day for the elementary students—because comfort fuels greatness!  She also announced a DEAR Day (Drop Everything and Read), reminding us all of the joy found in a good book. 
Her day included:
 Touring the school with Ms. Subha
 Helping out in the toddler and primary  classrooms
 Writing thoughtful thank-you notes
 Atrended a charming tea party with Ms. Subha
 And working side by side with her own Assistant to the Head of School!
Kailani led with kindness, curiosity, and fun—and we’re all better for it. Way to go, Kailani!  #HeadOfSchoolForTheDay #PajamaDay #DEARDay #StudentLeadership #CozyAndCapable #FutureLeader",may 23 25,0,10,1,y
"A toddler’s quiet joy in lining up boots and shoes isn’t just adorable, it’s deeply meaningful.
In Montessori, we call this the “sense of order” - an inner need during the early years. From about 1.5 to 4 years old, children crave order in their environment. It helps them make sense of a big, bustling world.
When we honor this need by offering simple, real-life tasks like organizing shoes, we’re supporting concentration, confidence, and a foundation for independence.
Let them line up the boots. Let them match the shoes. These small acts are big work for growing minds. 🧠💛👣
#MontessoriAtHome #ToddlerTasks #SenseOfOrder #MontessoriMagic #EarlyYearsMatter",may 22 25,1,17,10,y
"Heartwarming moments at McLean Senior Living! 
Current and former Cobb School students spent a joyful afternoon visiting with residents—sharing laughter over Bingo and wrapping up the visit with a beautiful mini piano recital. 
We were especially honored to have our beloved founder, Mary Lou Cobb, in attendance. Her legacy of kindness and connection continues to inspire generations. 
Thank you to everyone who helped make this intergenerational afternoon so special!  #CobbSchool #CommunityConnection #MusicAndMemories #McLeanSeniorLiving #LegacyOfLove",may 22 25,4,26,0,y
"Cobb parents came together for a night of culture and connection as they watched Romeo and Juliet — a timeless story that brought tears, laughter, and lots of conversation.
Thank you to the Cobb PA for putting the event together. We’re so grateful for opportunities like this to gather, grow, and enjoy the arts together. 
#CobbSchoolsPA #CobbParents #RomeoAndJuliet #StrongerTogether #CommunityAndCulture",may 20 25,0,8,0,y
"Alumna Spotlight! 
Cobb School is bursting with pride for alumna Gracyn Shaw, who has achieved remarkable academic and military honors! Gracyn graduated Magna Cum Laude from Bucknell University with a double major in International Relations and Classical Studies, and a minor in Russian Studies. 
She has commissioned as a Second Lieutenant and Cyber Warfare Officer — ready to defend and serve in the digital frontier. 
 And yes, we’re bragging: Gracyn is also a Distinguished Military Graduate and the 2025 recipient of the prestigious George C. Marshall Award — a true leader among leaders.
Here she is receiving her first official salute — a powerful and proud moment marking the start of her service.
Congratulations, Lt. Shaw! Your Cobb School family stands in awe of your dedication, brilliance, and strength. 
#CobbSchoolAlumni #BucknellUniversity #DistinguishedMilitaryGraduate #GeorgeCMarshallAward #CyberWarfareOfficer #WomenInSTEM #MagnaCumLaude #MilitaryLeadership #GlobalCitizen",may 19 25,3,37,1,y
"We had some very special guests in our Lower Elementary classrooms today—two adorable baby goats from MSGH’s Farm School!  Accompanied by three amazing Cobb alums, the goats were just one month old and full of energy and charm. Our students had the chance to ask questions, learn all about farm life and goat care, and yes—there was plenty of petting time too! Our Primary and Toddler classes even got a chance to say hello. Huge thanks to our visitors for bringing joy, curiosity, and a little bit of barnyard magic to our day.  #FarmToClassroom #LowerElLove #CobbAlums #GoatGuests #MontessoriMoments @montessorischoolofgh",may 16 25,1,11,1,y
"Our Upper Elementary students had a blast on their half-day bike ride today! With helmets secured and spirits high, they pedaled their way through scenic routes, building confidence, teamwork, and a love for the outdoors. We’re so proud of their enthusiasm and energy—what a wonderful way to combine movement, adventure, and learning!  #UpperElementaryAdventures #BikeRideJoy #LearningInMotion







All reactions:66",may 16 25,0,6,1,y
"Our Lower Elementary students spent the entire day immersed in nature on their outdoor education excursion! From hiking through the woods to exploring streams and ponds, they observed all kinds of critters—on land and in the water—while journaling their discoveries along the way.  Lunch was shared under the trees, and of course, there was plenty of time to just pal around and enjoy being kids in the wild. A day full of wonder, learning, and laughter!  #OutdoorEducation #LowerElAdventures #LearningThroughNature #CuriousExplorers",may 16 25,0,5,1,y
"A heartfelt THANK YOU to our amazing parents and the Parent Association for the incredible spread of treats and drinks you provided for our teachers and staff! 
Your generosity and thoughtfulness truly made everyone feel appreciated and celebrated. It was a bountiful display of kindness that brought big smiles and full hearts.
We are so grateful to be part of such a supportive and caring community. 
#ThankYou #Gratitude #ParentPower #TeacherAppreciation #CommunityLove",may 15 25,1,10,0,y
